id,group_id,member_id,category_id,transaction_at,transaction_type,amount,currency_code,merchant_name,is_shared_expense,is_planned,is_recurring,is_excluded,category_source,category_confidence,source_type,source_row_key,created_at,updated_at
4b2b13c8-45d3-50ec-9cc6-e39042f0b01a,bed2124b-4f88-5ee2-ae55-d9658f641eff,b76ad890-d0a8-5515-8e56-4cddb903a806,ffd53a1e-2440-47a7-96d1-5fd939b23f93,2026-05-17T11:10:00+09:00,WITHDRAWAL,272600,KRW,아시아나항공,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0023,2026-05-17T11:10:00+09:00,2026-05-17T11:10:00+09:00
95ac3be7-6194-5faf-8327-49c92d41db20,bed2124b-4f88-5ee2-ae55-d9658f641eff,b76ad890-d0a8-5515-8e56-4cddb903a806,78ad0112-4e57-4f44-aafc-c32ac479ff8b,2026-07-14T13:10:00+09:00,WITHDRAWAL,40200,KRW,예술의전당,FALSE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0024,2026-07-14T13:10:00+09:00,2026-07-14T13:10:00+09:00
c30d46b8-67f1-5709-aec6-66c5706693e2,bed2124b-4f88-5ee2-ae55-d9658f641eff,c7fac780-11ce-5f66-8edc-82b4d2b9e5a3,6cc93ee2-deb4-4cab-bc1c-a303141f434e,2026-07-11T13:10:00+09:00,WITHDRAWAL,18800,KRW,한솥도시락,TRUE,FALSE,TRUE,FALSE,RULE,1,MOCK,SCN-01-TXN-0025,2026-07-11T13:10:00+09:00,2026-07-11T13:10:00+09:00
30537ce7-1cf2-5470-9709-f9f315ea3ffe,bed2124b-4f88-5ee2-ae55-d9658f641eff,c7fac780-11ce-5f66-8edc-82b4d2b9e5a3,47eb65b3-13f8-4e93-b055-9dd0a09bde5b,2026-06-01T23:05:00+09:00,WITHDRAWAL,47900,KRW,보드게임카페,TRUE,TRUE,TRUE,FALSE,RULE,1,MOCK,SCN-01-TXN-0026,2026-06-01T23:05:00+09:00,2026-06-01T23:05:00+09:00
9daf84d9-2bd5-5603-8ae6-3f6241654762,bed2124b-4f88-5ee2-ae55-d9658f641eff,27174fc8-9e82-5a6d-abca-74a3d4eba7a1,8092f436-2059-4df5-9387-2a95d266b57c,2026-05-29T19:40:00+09:00,WITHDRAWAL,5200,KRW,메가커피,FALSE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0027,2026-05-29T19:40:00+09:00,2026-05-29T19:40:00+09:00
6310d074-3a33-536c-b678-d091e4e8ff72,bed2124b-4f88-5ee2-ae55-d9658f641eff,d3d649d6-39d9-546a-844d-2aecdec8d2a5,78ad0112-4e57-4f44-aafc-c32ac479ff8b,2026-05-15T11:10:00+09:00,WITHDRAWAL,35500,KRW,국립중앙박물관,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0028,2026-05-15T11:10:00+09:00,2026-05-15T11:10:00+09:00
05b32dec-3e2d-57b0-ab43-a860b50c34a0,bed2124b-4f88-5ee2-ae55-d9658f641eff,c7fac780-11ce-5f66-8edc-82b4d2b9e5a3,41aedffb-9b75-468c-a6a5-b7321298d6b7,2026-07-05T22:15:00+09:00,WITHDRAWAL,158100,KRW,호텔스닷컴,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0029,2026-07-05T22:15:00+09:00,2026-07-05T22:15:00+09:00
0bf3fd60-e795-518b-9aeb-00280712791a,bed2124b-4f88-5ee2-ae55-d9658f641eff,27174fc8-9e82-5a6d-abca-74a3d4eba7a1,78ad0112-4e57-4f44-aafc-c32ac479ff8b,2026-05-16T11:50:00+09:00,WITHDRAWAL,30200,KRW,국립중앙박물관,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0030,2026-05-16T11:50:00+09:00,2026-05-16T11:50:00+09:00
0298a2d3-c7e0-5820-90d5-4432239eb27a,bed2124b-4f88-5ee2-ae55-d9658f641eff,27174fc8-9e82-5a6d-abca-74a3d4eba7a1,a8b8023a-b451-4c57-ae64-9d6ceaecb546,2026-06-08T18:20:00+09:00,WITHDRAWAL,29600,KRW,인터파크티켓,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0031,2026-06-08T18:20:00+09:00,2026-06-08T18:20:00+09:00
1526c9f2-6633-540f-bc0c-c43832a3f477,bed2124b-4f88-5ee2-ae55-d9658f641eff,27174fc8-9e82-5a6d-abca-74a3d4eba7a1,ccb161ba-aa23-4178-acc3-24fc4dfd96dc,2026-06-06T17:30:00+09:00,WITHDRAWAL,95900,KRW,SK렌터카,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0032,2026-06-06T17:30:00+09:00,2026-06-06T17:30:00+09:00
83523961-9141-558a-a1ee-27d6a10e631f,bed2124b-4f88-5ee2-ae55-d9658f641eff,d3d649d6-39d9-546a-844d-2aecdec8d2a5,ccb161ba-aa23-4178-acc3-24fc4dfd96dc,2026-07-18T08:45:00+09:00,WITHDRAWAL,71200,KRW,쏘카,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0033,2026-07-18T08:45:00+09:00,2026-07-18T08:45:00+09:00
6d535751-cde9-5ff0-a053-98ad064407ee,bed2124b-4f88-5ee2-ae55-d9658f641eff,b76ad890-d0a8-5515-8e56-4cddb903a806,78ad0112-4e57-4f44-aafc-c32ac479ff8b,2026-05-29T23:50:00+09:00,WITHDRAWAL,28200,KRW,예술의전당,FALSE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0034,2026-05-29T23:50:00+09:00,2026-05-29T23:50:00+09:00
491955c7-32d7-5044-b9af-750ed2e15d58,bed2124b-4f88-5ee2-ae55-d9658f641eff,d3d649d6-39d9-546a-844d-2aecdec8d2a5,fd5bb6d0-c4ca-481d-8483-75224fb65b9f,2026-06-26T15:40:00+09:00,WITHDRAWAL,66600,KRW,야놀자,FALSE,FALSE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0035,2026-06-26T15:40:00+09:00,2026-06-26T15:40:00+09:00
1eedb01f-e432-53cf-a66f-0d4522bab3de,bed2124b-4f88-5ee2-ae55-d9658f641eff,c7fac780-11ce-5f66-8edc-82b4d2b9e5a3,8092f436-2059-4df5-9387-2a95d266b57c,2026-05-10T10:20:00+09:00,WITHDRAWAL,7400,KRW,동네카페,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0036,2026-05-10T10:20:00+09:00,2026-05-10T10:20:00+09:00
a93f8d13-c004-5f16-9900-2e07d438d075,bed2124b-4f88-5ee2-ae55-d9658f641eff,d3d649d6-39d9-546a-844d-2aecdec8d2a5,ccb161ba-aa23-4178-acc3-24fc4dfd96dc,2026-05-03T16:40:00+09:00,WITHDRAWAL,127800,KRW,쏘카,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0037,2026-05-03T16:40:00+09:00,2026-05-03T16:40:00+09:00
48a8a47b-9a5d-5169-a380-98890027f37a,bed2124b-4f88-5ee2-ae55-d9658f641eff,b76ad890-d0a8-5515-8e56-4cddb903a806,fd5bb6d0-c4ca-481d-8483-75224fb65b9f,2026-06-13T13:10:00+09:00,WITHDRAWAL,53800,KRW,야놀자,FALSE,FALSE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0038,2026-06-13T13:10:00+09:00,2026-06-13T13:10:00+09:00
99b3c66f-cf59-57bb-af84-cf9327b41f5b,bed2124b-4f88-5ee2-ae55-d9658f641eff,d3d649d6-39d9-546a-844d-2aecdec8d2a5,6cc93ee2-deb4-4cab-bc1c-a303141f434e,2026-05-24T21:30:00+09:00,WITHDRAWAL,15800,KRW,한솥도시락,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0039,2026-05-24T21:30:00+09:00,2026-05-24T21:30:00+09:00
1e287acd-a1c1-58c9-991d-2d069b1b2263,bed2124b-4f88-5ee2-ae55-d9658f641eff,b76ad890-d0a8-5515-8e56-4cddb903a806,fd5bb6d0-c4ca-481d-8483-75224fb65b9f,2026-06-14T18:00:00+09:00,WITHDRAWAL,201300,KRW,야놀자,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0040,2026-06-14T18:00:00+09:00,2026-06-14T18:00:00+09:00
ee113982-f23f-572f-8c61-5c73ef963a18,bed2124b-4f88-5ee2-ae55-d9658f641eff,b76ad890-d0a8-5515-8e56-4cddb903a806,78ad0112-4e57-4f44-aafc-c32ac479ff8b,2026-07-12T14:20:00+09:00,WITHDRAWAL,28800,KRW,국립중앙박물관,TRUE,TRUE,TRUE,FALSE,RULE,1,MOCK,SCN-01-TXN-0041,2026-07-12T14:20:00+09:00,2026-07-12T14:20:00+09:00
ed3c0482-9918-53cf-b06f-82e3d6b8cb79,bed2124b-4f88-5ee2-ae55-d9658f641eff,27174fc8-9e82-5a6d-abca-74a3d4eba7a1,41aedffb-9b75-468c-a6a5-b7321298d6b7,2026-06-20T10:05:00+09:00,WITHDRAWAL,142000,KRW,호텔스닷컴,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0042,2026-06-20T10:05:00+09:00,2026-06-20T10:05:00+09:00
935a574f-33be-51a0-b67a-a730f4f4c942,bed2124b-4f88-5ee2-ae55-d9658f641eff,d3d649d6-39d9-546a-844d-2aecdec8d2a5,8092f436-2059-4df5-9387-2a95d266b57c,2026-05-06T21:30:00+09:00,WITHDRAWAL,6900,KRW,투썸플레이스,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0043,2026-05-06T21:30:00+09:00,2026-05-06T21:30:00+09:00
75ac5708-9800-5764-8875-8c4448b612ba,bed2124b-4f88-5ee2-ae55-d9658f641eff,d3d649d6-39d9-546a-844d-2aecdec8d2a5,3cdf72b5-3b0c-43c7-92a4-fb5261621ce6,2026-06-25T22:20:00+09:00,WITHDRAWAL,44100,KRW,꽃집,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0044,2026-06-25T22:20:00+09:00,2026-06-25T22:20:00+09:00
e356252b-2ac5-5547-a30c-2c773ac442ba,bed2124b-4f88-5ee2-ae55-d9658f641eff,d3d649d6-39d9-546a-844d-2aecdec8d2a5,fd5bb6d0-c4ca-481d-8483-75224fb65b9f,2026-06-27T21:40:00+09:00,WITHDRAWAL,134200,KRW,야놀자,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0045,2026-06-27T21:40:00+09:00,2026-06-27T21:40:00+09:00
65db3769-76f4-530e-8850-88654434041b,bed2124b-4f88-5ee2-ae55-d9658f641eff,d3d649d6-39d9-546a-844d-2aecdec8d2a5,41aedffb-9b75-468c-a6a5-b7321298d6b7,2026-05-31T14:50:00+09:00,WITHDRAWAL,252700,KRW,호텔스닷컴,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0046,2026-05-31T14:50:00+09:00,2026-05-31T14:50:00+09:00
493c7931-7f05-5f9c-b82c-797a49ad9ee1,bed2124b-4f88-5ee2-ae55-d9658f641eff,27174fc8-9e82-5a6d-abca-74a3d4eba7a1,fd5bb6d0-c4ca-481d-8483-75224fb65b9f,2026-06-14T23:50:00+09:00,WITHDRAWAL,126600,KRW,여기어때,TRUE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0047,2026-06-14T23:50:00+09:00,2026-06-14T23:50:00+09:00
a31fa839-68db-5ca4-a03d-612f1fb54cc2,bed2124b-4f88-5ee2-ae55-d9658f641eff,c7fac780-11ce-5f66-8edc-82b4d2b9e5a3,41aedffb-9b75-468c-a6a5-b7321298d6b7,2026-06-06T10:20:00+09:00,WITHDRAWAL,245500,KRW,호텔스닷컴,TRUE,TRUE,TRUE,FALSE,RULE,1,MOCK,SCN-01-TXN-0048,2026-06-06T10:20:00+09:00,2026-06-06T10:20:00+09:00
744070e9-0b9b-5f2f-8620-5bb492ba2cf3,bed2124b-4f88-5ee2-ae55-d9658f641eff,d3d649d6-39d9-546a-844d-2aecdec8d2a5,41aedffb-9b75-468c-a6a5-b7321298d6b7,2026-05-17T14:05:00+09:00,WITHDRAWAL,103400,KRW,호텔스닷컴,TRUE,FALSE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0049,2026-05-17T14:05:00+09:00,2026-05-17T14:05:00+09:00
ec64a1fc-46a1-50e5-938e-6df0ef264834,bed2124b-4f88-5ee2-ae55-d9658f641eff,b76ad890-d0a8-5515-8e56-4cddb903a806,ccb161ba-aa23-4178-acc3-24fc4dfd96dc,2026-07-02T23:00:00+09:00,WITHDRAWAL,145100,KRW,SK렌터카,FALSE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-01-TXN-0050,2026-07-02T23:00:00+09:00,2026-07-02T23:00:00+09:00
53abf1dd-1761-5991-ae55-a4bc83c27c03,156e269b-ea27-5fff-8ebb-34800c8c6633,7f9326bc-4425-5324-a877-f8fb47b4ffab,3cdf72b5-3b0c-43c7-92a4-fb5261621ce6,2026-06-23T16:15:00+09:00,WITHDRAWAL,59700,KRW,카카오톡선물하기,FALSE,TRUE,TRUE,FALSE,RULE,1,MOCK,SCN-02-TXN-0001,2026-06-23T16:15:00+09:00,2026-06-23T16:15:00+09:00
e582b170-f0c0-5f0b-a5ca-15e4da7f56a0,156e269b-ea27-5fff-8ebb-34800c8c6633,7f9326bc-4425-5324-a877-f8fb47b4ffab,fd45205e-6d91-4e13-8026-528dc6490eee,2026-05-31T08:10:00+09:00,WITHDRAWAL,21500,KRW,무인양품,TRUE,TRUE,TRUE,FALSE,RULE,1,MOCK,SCN-02-TXN-0002,2026-05-31T08:10:00+09:00,2026-05-31T08:10:00+09:00
34d56b9f-6912-5dfd-8023-9b923f46acbb,156e269b-ea27-5fff-8ebb-34800c8c6633,7f9326bc-4425-5324-a877-f8fb47b4ffab,ab33986b-9f5c-4880-a7ee-7fcddac28f39,2026-07-27T11:15:00+09:00,WITHDRAWAL,66200,KRW,롯데마트,TRUE,TRUE,TRUE,FALSE,RULE,1,MOCK,SCN-02-TXN-0003,2026-07-27T11:15:00+09:00,2026-07-27T11:15:00+09:00
a222e158-2e8f-5ce1-ba74-98d683b012b0,156e269b-ea27-5fff-8ebb-34800c8c6633,2d993649-e737-5205-80da-2adb2fc57884,ab33986b-9f5c-4880-a7ee-7fcddac28f39,2026-06-29T13:20:00+09:00,WITHDRAWAL,62800,KRW,롯데마트,TRUE,TRUE,TRUE,FALSE,RULE,1,MOCK,SCN-02-TXN-0004,2026-06-29T13:20:00+09:00,2026-06-29T13:20:00+09:00
bdec211c-da5f-5f2d-84a2-869be8f18e9a,156e269b-ea27-5fff-8ebb-34800c8c6633,2d993649-e737-5205-80da-2adb2fc57884,6cc93ee2-deb4-4cab-bc1c-a303141f434e,2026-05-04T23:00:00+09:00,WITHDRAWAL,18100,KRW,본죽,TRUE,FALSE,TRUE,FALSE,RULE,1,MOCK,SCN-02-TXN-0005,2026-05-04T23:00:00+09:00,2026-05-04T23:00:00+09:00
dc563ea3-ee56-5b5b-948d-21d294be2289,156e269b-ea27-5fff-8ebb-34800c8c6633,2d993649-e737-5205-80da-2adb2fc57884,c0b5ffc8-9200-4be2-9b67-f8d77d8e7444,2026-07-14T14:05:00+09:00,WITHDRAWAL,22500,KRW,상수도사업본부,TRUE,TRUE,TRUE,FALSE,RULE,1,MOCK,SCN-02-TXN-0006,2026-07-14T14:05:00+09:00,2026-07-14T14:05:00+09:00
9380b6cb-b368-52c8-9c01-59cd6ec8fcaa,156e269b-ea27-5fff-8ebb-34800c8c6633,2d993649-e737-5205-80da-2adb2fc57884,6cc93ee2-deb4-4cab-bc1c-a303141f434e,2026-07-10T18:30:00+09:00,WITHDRAWAL,16800,KRW,본죽,FALSE,TRUE,TRUE,FALSE,RULE,1,MOCK,SCN-02-TXN-0007,2026-07-10T18:30:00+09:00,2026-07-10T18:30:00+09:00
773923e6-9ebb-5c3c-9aa5-b9bba390ef4e,156e269b-ea27-5fff-8ebb-34800c8c6633,7f9326bc-4425-5324-a877-f8fb47b4ffab,40e4f314-39c2-4b5a-9726-925349fdb30e,2026-07-03T07:15:00+09:00,WITHDRAWAL,85100,KRW,한국전력,TRUE,TRUE,TRUE,FALSE,RULE,1,MOCK,SCN-02-TXN-0008,2026-07-03T07:15:00+09:00,2026-07-03T07:15:00+09:00
375bcb8b-2bce-59b5-a45a-4ed7325fe2af,156e269b-ea27-5fff-8ebb-34800c8c6633,7f9326bc-4425-5324-a877-f8fb47b4ffab,ab33986b-9f5c-4880-a7ee-7fcddac28f39,2026-06-09T15:40:00+09:00,WITHDRAWAL,73900,KRW,롯데마트,FALSE,TRUE,FALSE,FALSE,RULE,1,MOCK,SCN-02-TXN-0009,2026-06-09T15:40:00+09:00,2026-06-09T15:40:00+09:00
3467142c-99a9-5d33-b084-85f5c73802a1,156e269b-ea27-5fff-8ebb-34800c8c6633,2d993649-e737-5205-80da-2adb2fc57884,ab33986b-9f5c-4880-a7ee-7fcddac28f39,2026-06-04T14:45:00+09:00,WITHDRAWAL,61900,KRW,롯데마트,TRUE,TRUE,TRUE,FALSE,RULE,1,MOCK,SCN-02-TXN-0010,2026-06-04T14:45:00+09:00,2026-06-04T14:45:00+09:00
